0;0,95;0;0,95;0,95;1,91;0,95;0,95;1,91;0,95;1,91;2,15;1,91;1,91
0;0;0,95;1,19;0,95;0,95;0,95;0,95;0,95;2,15;2,15;1,91;1,91;2,15
0;0,95;0,95;0,95;0,95;1,91;1,91;1,19;0,95;1,91;1,91;1,91;1,91;1,91
0;0;0,95;0,95;0,95;2,15;1,91;2,15;2,15;1,91;0,95;1,91;2,86;3,1
0;0;0;0,95;1,19;0,95;0,95;0,95;1,91;0,95;0,95;1,91;1,91;3,1
0;0,95;1,19;0;0,95;0,95;1,91;2,15;1,91;0,95;0,95;1,91;1,91;1,91
0;0;0,95;0,95;0,95;0,95;0,95;1,91;1,91;1,91;1,91;2,15;1,91;1,91
0;0,95;0,95;0,95;1,91;2,15;0,95;0,95;0,95;1,91;1,91;1,91;2,15;1,91
